VariableName,Code,CodeCategory,CodeType,Description,CareSetting,MinimumGap,MaximumGap
Metastasis,C78.39,DX,10,"Secondary malignant neoplasm of other respiratory organs",NA,,
Metastasis,C78.4,DX,10,"Secondary malignant neoplasm of small intestine",NA,,
Metastasis,C78.5,DX,10,"Secondary malignant neoplasm of large intestine and rectum",NA,,
Metastasis,C78.6,DX,10,"Secondary malignant neoplasm of retroperitoneum and peritoneum",NA,,
Metastasis,C78.7,DX,10,"Secondary malignant neoplasm of liver and intrahepatic bile duct",NA,,
Metastasis,C78.80,DX,10,"Secondary malignant neoplasm of unspecified digestive organ",NA,,
Metastasis,C78.89,DX,10,"Secondary malignant neoplasm of other digestive organs",NA,,
Metastasis,C79.00,DX,10,"Secondary malignant neoplasm of unspecified kidney and renal pelvis",NA,,
Metastasis,C79.01,DX,10,"Secondary malignant neoplasm of right kidney and renal pelvis",NA,,
Metastasis,C79.02,DX,10,"Secondary malignant neoplasm of left kidney and renal pelvis",NA,,
Metastasis,C79.10,DX,10,"Secondary malignant neoplasm of unspecified urinary organs",NA,,
Metastasis,C79.11,DX,10,"Secondary malignant neoplasm of bladder",NA,,
Metastasis,C79.19,DX,10,"Secondary malignant neoplasm of other urinary organs",NA,,
Metastasis,C79.2,DX,10,"Secondary malignant neoplasm of skin",NA,,
Metastasis,C79.31,DX,10,"Secondary malignant neoplasm of brain",NA,,
Metastasis,C79.32,DX,10,"Secondary malignant neoplasm of cerebral meninges",NA,,
Metastasis,C79.40,DX,10,"Secondary malignant neoplasm of unspecified part of nervous system",NA,,
Metastasis,C79.49,DX,10,"Secondary malignant neoplasm of other parts of nervous system",NA,,
Metastasis,C79.51,DX,10,"Secondary malignant neoplasm of bone",NA,,
Metastasis,C79.52,DX,10,"Secondary malignant neoplasm of bone marrow",NA,,
Metastasis,C79.60,DX,10,"Secondary malignant neoplasm of unspecified ovary",NA,,
Metastasis,C79.61,DX,10,"Secondary malignant neoplasm of right ovary",NA,,
Metastasis,C79.62,DX,10,"Secondary malignant neoplasm of left ovary",NA,,
Metastasis,C79.63,DX,10,"Secondary malignant neoplasm of bilateral ovaries",NA,,
Metastasis,C79.70,DX,10,"Secondary malignant neoplasm of unspecified adrenal gland",NA,,
Metastasis,C79.71,DX,10,"Secondary malignant neoplasm of right adrenal gland",NA,,
Metastasis,C79.72,DX,10,"Secondary malignant neoplasm of left adrenal gland",NA,,
Metastasis,C79.81,DX,10,"Secondary malignant neoplasm of breast",NA,,
Metastasis,C79.82,DX,10,"Secondary malignant neoplasm of genital organs",NA,,
Metastasis,C79.89,DX,10,"Secondary malignant neoplasm of other specified sites",NA,,
Metastasis,C79.9,DX,10,"Secondary malignant neoplasm of unspecified site",NA,,
Primary malignancy,C7A.00,DX,10,Malignant carcinoid tumor of unspecified site,NA,,
Primary malignancy,C7A.010,DX,10,Malignant carcinoid tumor of the duodenum,NA,,
Primary malignancy,C7A.011,DX,10,Malignant carcinoid tumor of the jejunum,NA,,
Primary malignancy,C7A.012,DX,10,Malignant carcinoid tumor of the ileum,NA,,
Primary malignancy,C7A.019,DX,10,"Malignant carcinoid tumor of the small intestine, unspecified portion",NA,,
Primary malignancy,C7A.020,DX,10,Malignant carcinoid tumor of the appendix,NA,,
Primary malignancy,C7A.021,DX,10,Malignant carcinoid tumor of the cecum,NA,,
Primary malignancy,C7A.022,DX,10,Malignant carcinoid tumor of the ascending colon,NA,,
Primary malignancy,C7A.023,DX,10,Malignant carcinoid tumor of the transverse colon,NA,,
Primary malignancy,C7A.024,DX,10,Malignant carcinoid tumor of the descending colon,NA,,
Primary malignancy,C7A.025,DX,10,Malignant carcinoid tumor of the sigmoid colon,NA,,
Primary malignancy,C7A.026,DX,10,Malignant carcinoid tumor of the rectum,NA,,
Primary malignancy,C7A.029,DX,10,"Malignant carcinoid tumor of the large intestine, unspecified portion",NA,,
Primary malignancy,C7A.090,DX,10,Malignant carcinoid tumor of the bronchus and lung,NA,,
Primary malignancy,C7A.091,DX,10,Malignant carcinoid tumor of the thymus,NA,,
Primary malignancy,C7A.092,DX,10,Malignant carcinoid tumor of the stomach,NA,,
Primary malignancy,C7A.093,DX,10,Malignant carcinoid tumor of the kidney,NA,,
Primary malignancy,C7A.094,DX,10,"Malignant carcinoid tumor of the foregut, unspecified",NA,,
Primary malignancy,C7A.095,DX,10,"Malignant carcinoid tumor of the midgut, unspecified",NA,,
Primary malignancy,C7A.096,DX,10,"Malignant carcinoid tumor of the hindgut, unspecified",NA,,
Primary malignancy,C7A.098,DX,10,Malignant carcinoid tumors of other sites,NA,,
Primary malignancy,C7A.1,DX,10,Malignant poorly differentiated neuroendocrine tumors,NA,,
Primary malignancy,C7A.8,DX,10,Other malignant neuroendocrine tumors,NA,,
Metastasis,C7B.00,DX,10,"Secondary carcinoid tumor, unspecified site",NA,,
Metastasis,C7B.01,DX,10,"Secondary carcinoid tumor of distant lymph nodes",NA,,
Metastasis,C7B.02,DX,10,"Secondary carcinoid tumor of liver",NA,,
Metastasis,C7B.03,DX,10,"Secondary carcinoid tumor of bone",NA,,
Metastasis,C7B.04,DX,10,"Secondary carcinoid tumor of peritoneum",NA,,
Metastasis,C7B.09,DX,10,"Secondary carcinoid tumor of other sites",NA,,
Metastasis,C7B.1,DX,10,"Secondary Merkel cell carcinoma",NA,,
Metastasis,C7B.8,DX,10,"Other secondary neuroendocrine tumors",NA,,
Metastasis,C80.0,DX,10,"Disseminated malignant neoplasm, unspecified",NA,,
Primary malignancy,C80.1,DX,10,"Malignant (primary) neoplasm, unspecified",NA,,
Primary malignancy,C80.2,DX,10,Malignant neoplasm associated with transplanted organ,NA,,
Primary malignancy,C81.00,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C81.01,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.02,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.03,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.04,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.05,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.06,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.07,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C81.08,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.09,DX,10,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C81.10,DX,10,"Nodular sclerosis Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C81.11,DX,10,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.12,DX,10,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.13,DX,10,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.14,DX,10,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.15,DX,10,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.16,DX,10,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.17,DX,10,"Nodular sclerosis Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C81.18,DX,10,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.19,DX,10,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C81.20,DX,10,"Mixed cellularity Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C81.21,DX,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.22,DX,10,"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.23,DX,10,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.24,DX,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.25,DX,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.26,DX,10,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.27,DX,10,"Mixed cellularity Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C81.28,DX,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.29,DX,10,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C81.30,DX,10,"Lymphocyte depleted Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C81.31,DX,10,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.32,DX,10,"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.33,DX,10,"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.34,DX,10,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.35,DX,10,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.36,DX,10,"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.37,DX,10,"Lymphocyte depleted Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C81.38,DX,10,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.39,DX,10,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C81.40,DX,10,"Lymphocyte-rich Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C81.41,DX,10,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.42,DX,10,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.43,DX,10,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.44,DX,10,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.45,DX,10,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.46,DX,10,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.47,DX,10,"Lymphocyte-rich Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C81.48,DX,10,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.49,DX,10,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C81.70,DX,10,"Other Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C81.71,DX,10,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.72,DX,10,"Other Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.73,DX,10,"Other Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.74,DX,10,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.75,DX,10,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.76,DX,10,"Other Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.77,DX,10,"Other Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C81.78,DX,10,"Other Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.79,DX,10,"Other Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C81.90,DX,10,"Hodgkin lymphoma, unspecified, unspecified site",NA,,
Primary malignancy,C81.91,DX,10,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C81.92,DX,10,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C81.93,DX,10,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C81.94,DX,10,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C81.95,DX,10,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C81.96,DX,10,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C81.97,DX,10,"Hodgkin lymphoma, unspecified, spleen",NA,,
Primary malignancy,C81.98,DX,10,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C81.99,DX,10,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C82.00,DX,10,"Follicular lymphoma grade I, unspecified site",NA,,
Primary malignancy,C82.01,DX,10,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.02,DX,10,"Follicular lymphoma grade I, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.03,DX,10,"Follicular lymphoma grade I, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.04,DX,10,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.05,DX,10,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.06,DX,10,"Follicular lymphoma grade I, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.07,DX,10,"Follicular lymphoma grade I, spleen",NA,,
Primary malignancy,C82.08,DX,10,"Follicular lymphoma grade I, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.09,DX,10,"Follicular lymphoma grade I, extranodal and solid organ sites",NA,,
Primary malignancy,C82.10,DX,10,"Follicular lymphoma grade II, unspecified site",NA,,
Primary malignancy,C82.11,DX,10,"Follicular lymphoma grade II, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.12,DX,10,"Follicular lymphoma grade II, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.13,DX,10,"Follicular lymphoma grade II, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.14,DX,10,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.15,DX,10,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.16,DX,10,"Follicular lymphoma grade II, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.17,DX,10,"Follicular lymphoma grade II, spleen",NA,,
Primary malignancy,C82.18,DX,10,"Follicular lymphoma grade II, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.19,DX,10,"Follicular lymphoma grade II, extranodal and solid organ sites",NA,,
Primary malignancy,C82.20,DX,10,"Follicular lymphoma grade III, unspecified, unspecified site",NA,,
Primary malignancy,C82.21,DX,10,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.22,DX,10,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.23,DX,10,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.24,DX,10,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.25,DX,10,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.26,DX,10,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.27,DX,10,"Follicular lymphoma grade III, unspecified, spleen",NA,,
Primary malignancy,C82.28,DX,10,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.29,DX,10,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C82.30,DX,10,"Follicular lymphoma grade IIIa, unspecified site",NA,,
Primary malignancy,C82.31,DX,10,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.32,DX,10,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.33,DX,10,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.34,DX,10,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.35,DX,10,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.36,DX,10,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.37,DX,10,"Follicular lymphoma grade IIIa, spleen",NA,,
Primary malignancy,C82.38,DX,10,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.39,DX,10,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",NA,,
Primary malignancy,C82.40,DX,10,"Follicular lymphoma grade IIIb, unspecified site",NA,,
Primary malignancy,C82.41,DX,10,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.42,DX,10,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.43,DX,10,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.44,DX,10,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.45,DX,10,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.46,DX,10,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.47,DX,10,"Follicular lymphoma grade IIIb, spleen",NA,,
Primary malignancy,C82.48,DX,10,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.49,DX,10,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",NA,,
Primary malignancy,C82.50,DX,10,"Diffuse follicle center lymphoma, unspecified site",NA,,
Primary malignancy,C82.51,DX,10,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.52,DX,10,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.53,DX,10,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.54,DX,10,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.55,DX,10,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.56,DX,10,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.57,DX,10,"Diffuse follicle center lymphoma, spleen",NA,,
Primary malignancy,C82.58,DX,10,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.59,DX,10,"Diffuse follicle center lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C82.60,DX,10,"Cutaneous follicle center lymphoma, unspecified site",NA,,
Primary malignancy,C82.61,DX,10,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.62,DX,10,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.63,DX,10,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.64,DX,10,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.65,DX,10,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.66,DX,10,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.67,DX,10,"Cutaneous follicle center lymphoma, spleen",NA,,
Primary malignancy,C82.68,DX,10,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.69,DX,10,"Cutaneous follicle center lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C82.80,DX,10,"Other types of follicular lymphoma, unspecified site",NA,,
Primary malignancy,C82.81,DX,10,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.82,DX,10,"Other types of follicular lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.83,DX,10,"Other types of follicular lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.84,DX,10,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.85,DX,10,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.86,DX,10,"Other types of follicular lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.87,DX,10,"Other types of follicular lymphoma, spleen",NA,,
Primary malignancy,C82.88,DX,10,"Other types of follicular lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.89,DX,10,"Other types of follicular lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C82.90,DX,10,"Follicular lymphoma, unspecified, unspecified site",NA,,
Primary malignancy,C82.91,DX,10,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C82.92,DX,10,"Follicular lymphoma, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C82.93,DX,10,"Follicular lymphoma, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C82.94,DX,10,"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C82.95,DX,10,"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C82.96,DX,10,"Follicular lymphoma, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C82.97,DX,10,"Follicular lymphoma, unspecified, spleen",NA,,
Primary malignancy,C82.98,DX,10,"Follicular lymphoma, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C82.99,DX,10,"Follicular lymphoma, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C83.00,DX,10,"Small cell B-cell lymphoma, unspecified site",NA,,
Primary malignancy,C83.01,DX,10,"Small cell B-cell lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.02,DX,10,"Small cell B-cell lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.03,DX,10,"Small cell B-cell lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.04,DX,10,"Small cell B-cell lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.05,DX,10,"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.06,DX,10,"Small cell B-cell lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.07,DX,10,"Small cell B-cell lymphoma, spleen",NA,,
Primary malignancy,C83.08,DX,10,"Small cell B-cell lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.09,DX,10,"Small cell B-cell lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C83.10,DX,10,"Mantle cell lymphoma, unspecified site",NA,,
Primary malignancy,C83.11,DX,10,"Mantle cell lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.12,DX,10,"Mantle cell lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.13,DX,10,"Mantle cell lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.14,DX,10,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.15,DX,10,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.16,DX,10,"Mantle cell lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.17,DX,10,"Mantle cell lymphoma, spleen",NA,,
Primary malignancy,C83.18,DX,10,"Mantle cell lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.19,DX,10,"Mantle cell lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C83.30,DX,10,"Diffuse large B-cell lymphoma, unspecified site",NA,,
Primary malignancy,C83.31,DX,10,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.32,DX,10,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.33,DX,10,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.34,DX,10,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.35,DX,10,"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.36,DX,10,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.37,DX,10,"Diffuse large B-cell lymphoma, spleen",NA,,
Primary malignancy,C83.38,DX,10,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.39,DX,10,"Diffuse large B-cell lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C83.50,DX,10,"Lymphoblastic (diffuse) lymphoma, unspecified site",NA,,
Primary malignancy,C83.51,DX,10,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.52,DX,10,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.53,DX,10,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.54,DX,10,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.55,DX,10,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.56,DX,10,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.57,DX,10,"Lymphoblastic (diffuse) lymphoma, spleen",NA,,
Primary malignancy,C83.58,DX,10,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.59,DX,10,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C83.70,DX,10,"Burkitt lymphoma, unspecified site",NA,,
Primary malignancy,C83.71,DX,10,"Burkitt lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.72,DX,10,"Burkitt lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.73,DX,10,"Burkitt lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.74,DX,10,"Burkitt lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.75,DX,10,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.76,DX,10,"Burkitt lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.77,DX,10,"Burkitt lymphoma, spleen",NA,,
Primary malignancy,C83.78,DX,10,"Burkitt lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.79,DX,10,"Burkitt lymphoma, extranodal and solid organ sites",NA,,
